5.361e+08 -7.726e+05
-2.087e+05 1.7172e+08
-1.1157e+05 8.5845e+07
-1.1727e+05 5.7056e+07
-64397 4.2907e+07
-1.2798e+05 3.4635e+07
-68051 2.8524e+07
-1.3988e+05 2.4523e+07
-40332 2.1438e+07
-81514 1.8958e+07
-72226 1.7315e+07
-13834 1.5542e+07
-42793 1.4257e+07
-90548 1.3222e+07
-78728 1.226e+07
-1.5622e+05 1.1572e+07
-28284 1.0704e+07
-2.2348e+05 1.0022e+07
-48563 9.4776e+06
-23590 9.0493e+06
-45660 8.6544e+06
-37484 8.2705e+06
-15637 7.7698e+06
-26998 7.4314e+06
-29834 7.1237e+06
-50446 6.7819e+06
-54073 6.6104e+06
-34482 6.3103e+06
-47827 6.1279e+06
-83641 5.9811e+06
-86659 5.7852e+06
-53780 5.6049e+06
-22225 5.3364e+06
-1.6181e+05 5.1897e+06
-1.1933e+05 5.01e+06
-69526 4.844e+06
-33354 4.7366e+06
-19563 4.674e+06
-20359 4.5238e+06
-29069 4.4314e+06
-31371 4.324e+06
-31818 4.1852e+06
-26261 4.1349e+06
-17938 3.9821e+06
-16238 3.8835e+06
-20418 3.8039e+06
-21902 3.7151e+06
-37606 3.6633e+06
-23176 3.5567e+06
-63268 3.4289e+06
-34158 3.3907e+06
-29386 3.3511e+06
-35413 3.3034e+06
-33057 3.2556e+06
-25590 3.1545e+06
-29415 3.1047e+06
-32210 3.0617e+06
-43529 2.9918e+06
-50442 2.9904e+06
-45748 2.9217e+06
-51719 2.8914e+06
-59870 2.8642e+06
-35297 2.8018e+06
56555 2.7221e+06
-19126 2.6528e+06
-90316 2.6445e+06
-88406 2.5944e+06
-80376 2.5397e+06
-68427 2.5035e+06
-56000 2.4855e+06
-43034 2.4213e+06
-33027 2.3955e+06
-24974 2.3664e+06
-20267 2.3269e+06
-17157 2.338e+06
-17173 2.2847e+06
-18544 2.261e+06
-21189 2.2439e+06
-22939 2.2152e+06
-26692 2.2078e+06
-24043 2.1587e+06
-30590 2.1041e+06
-23544 2.0928e+06
-22261 2.0825e+06
-22109 2.0662e+06
-20315 2.0466e+06
-17282 1.9906e+06
-16913 1.9641e+06
-16383 1.9402e+06
-17780 1.8985e+06
-19670 1.9012e+06
-16815 1.8664e+06
-19210 1.8567e+06
-25105 1.8509e+06
-27121 1.8312e+06
-23794 1.8185e+06
-19731 1.7731e+06
-45194 1.7354e+06
-40166 1.7139e+06
-31421 1.6961e+06
-24990 1.6942e+06
-22679 1.7028e+06
-22963 1.6751e+06
-25300 1.6656e+06
-25991 1.6503e+06
-25979 1.6218e+06
-25139 1.6279e+06
-21727 1.5925e+06
-21014 1.5765e+06
-22332 1.5663e+06
-22945 1.5519e+06
-28927 1.5499e+06
-24303 1.5284e+06
-39928 1.4879e+06
-30487 1.4956e+06
-29704 1.4979e+06
-33507 1.494e+06
-33792 1.49e+06
-31182 1.4603e+06
-33234 1.4514e+06
-34161 1.4444e+06
-37803 1.4223e+06
-38720 1.432e+06
-31166 1.4081e+06
-25975 1.4002e+06
-16530 1.3911e+06
20044 1.3609e+06
1.3125e+05 1.3048e+06
-17438 1.311e+06
-49018 1.3377e+06
-52789 1.3222e+06
-53774 1.3045e+06
-52862 1.296e+06
-51478 1.2956e+06
-48381 1.2692e+06
-45637 1.2616e+06
-42387 1.2504e+06
-38980 1.2335e+06
-36023 1.2438e+06
-32611 1.218e+06
-29673 1.2099e+06
-27171 1.2066e+06
-24704 1.1973e+06
-23114 1.2018e+06
-20662 1.1812e+06
-20072 1.1638e+06
-18318 1.1647e+06
-17590 1.1666e+06
-17426 1.1675e+06
-17266 1.1656e+06
-16834 1.1419e+06
-17159 1.1354e+06
-17529 1.1294e+06
-18111 1.1129e+06
-19298 1.1213e+06
-18924 1.1064e+06
-19775 1.1069e+06
-21198 1.1101e+06
-21731 1.1035e+06
-21281 1.0997e+06
-20259 1.076e+06
-24657 1.0617e+06
-23251 1.0527e+06
-21721 1.0434e+06
-20369 1.0453e+06
-19836 1.0542e+06
-19440 1.0408e+06
-19600 1.0385e+06
-19384 1.0321e+06
-18920 1.017e+06
-18150 1.0238e+06
-17359 1.003e+06
-16862 9.9469e+05
-16852 9.8964e+05
-16665 9.8164e+05
-17775 9.8098e+05
-16362 9.685e+05
-19473 9.4223e+05
-17866 9.4774e+05
-16745 9.5158e+05
-17470 9.5009e+05
-17406 9.4921e+05
-16562 9.3277e+05
-17188 9.2927e+05
-17786 9.2746e+05
-19367 9.1564e+05
-21579 9.2437e+05
-20497 9.1507e+05
-21806 9.1496e+05
-23518 9.1512e+05
-20175 9.088e+05
-5877.8 9.0739e+05
-17898 8.8123e+05
-30281 8.7535e+05
-30784 8.6702e+05
-29594 8.5844e+05
-27934 8.5617e+05
-26131 8.6005e+05
-23766 8.4755e+05
-22064 8.4772e+05
-20610 8.4614e+05
-19683 8.3995e+05
-21161 8.5069e+05
-19273 8.391e+05
-19673 8.3693e+05
-20418 8.3683e+05
-20877 8.3233e+05
-21992 8.3544e+05
-21193 8.2363e+05
-22744 8.0773e+05
-21887 8.106e+05
-20704 8.1321e+05
-20702 8.13e+05
-20190 8.1166e+05
-19033 7.958e+05
-18858 7.9112e+05
-18653 7.874e+05
-18936 7.7586e+05
-19358 7.8227e+05
-18719 7.7415e+05
-19644 7.7538e+05
-21850 7.7759e+05
-22699 7.7448e+05
-21748 7.7514e+05
-20275 7.6173e+05
-29705 7.4672e+05
-28232 7.4324e+05
-25198 7.4192e+05
-23162 7.47e+05
-22770 7.5605e+05
-23104 7.4844e+05
-24422 7.4853e+05
-25036 7.4608e+05
-25232 7.375e+05
-25845 7.447e+05
-23971 7.3292e+05
-23834 7.2954e+05
-24568 7.2841e+05
-24882 7.2522e+05
-27616 7.2712e+05
-25323 7.2078e+05
-31888 7.0315e+05
-27600 7.1039e+05
-26522 7.1458e+05
-27526 7.1504e+05
-26627 7.1547e+05
-23870 7.0354e+05
-23073 7.0104e+05
-21265 6.9924e+05
-20097 6.8969e+05
-17217 6.952e+05
-8035.5 6.8436e+05
1824.4 6.8011e+05
18104 6.7368e+05
57680 6.5289e+05
1.7472e+05 6.0324e+05
-16315 6.4001e+05
-27987 6.7604e+05
-32827 6.6913e+05
-34213 6.6173e+05
-34927 6.5993e+05
-35495 6.6247e+05
-35060 6.5161e+05
-34973 6.5037e+05
-34592 6.4695e+05
-34005 6.4055e+05
-34846 6.4836e+05
-32964 6.3628e+05
-32318 6.3384e+05
-31760 6.3376e+05
-30964 6.3018e+05
-30526 6.3412e+05
-29289 6.238e+05
-28368 6.1654e+05
-28753 6.1717e+05
-26962 6.1883e+05
-26323 6.2038e+05
-25603 6.2025e+05
-24404 6.0845e+05
-23653 6.061e+05
-22927 6.0412e+05
-22079 5.9676e+05
-22296 6.0257e+05
-20893 5.9597e+05
-20481 5.9805e+05
-20245 6.0204e+05
-19778 6.0046e+05
-19267 5.9996e+05
-18416 5.8856e+05
-18639 5.8544e+05
-19234 5.8229e+05
-17568 5.7825e+05
-17275 5.809e+05
-17254 5.8793e+05
-16999 5.8284e+05
-17025 5.8415e+05
-16969 5.8299e+05
-16797 5.7683e+05
-18285 5.8341e+05
-16633 5.7305e+05
-16608 5.7042e+05
-16725 5.6976e+05
-16779 5.6725e+05
-17166 5.6932e+05
-16953 5.6358e+05
-17312 5.5131e+05
-16816 5.5522e+05
-17404 5.5923e+05
-17709 5.6018e+05
-17883 5.6119e+05
-17663 5.5278e+05
-17893 5.5229e+05
-18133 5.5272e+05
-18377 5.4741e+05
-18934 5.5419e+05
-18843 5.4977e+05
-19195 5.5117e+05
-19617 5.5276e+05
-18998 5.4941e+05
-16438 5.4692e+05
-18252 5.3456e+05
-20511 5.3429e+05
-21456 5.3117e+05
-20196 5.2585e+05
-19882 5.2515e+05
-19635 5.2821e+05
-18990 5.2122e+05
-18675 5.2207e+05
-18369 5.2188e+05
-18077 5.1893e+05
-19239 5.2722e+05
-17954 5.2024e+05
-17974 5.1983e+05
-18098 5.2071e+05
-18089 5.1878e+05
-18339 5.2159e+05
-17955 5.1493e+05
-17981 5.0578e+05
-18220 5.0849e+05
-17599 5.1041e+05
-17566 5.1086e+05
-17408 5.1056e+05
-16876 5.0107e+05
-16732 4.9857e+05
-16598 4.9664e+05
-16442 4.8973e+05
-15677 4.9307e+05
-16302 4.8928e+05
-16491 4.903e+05
-16980 4.9185e+05
-17088 4.9005e+05
-16852 4.9074e+05
-16276 4.8253e+05
-18165 4.7247e+05
-17376 4.7006e+05
-17001 4.7017e+05
-16569 4.7384e+05
-16576 4.7993e+05
-16510 4.7535e+05
-16801 4.7559e+05
-16896 4.7433e+05
-16808 4.6923e+05
-16541 4.7332e+05
-16442 4.6745e+05
-16388 4.6587e+05
-16606 4.6565e+05
-16716 4.642e+05
-17560 4.6565e+05
-17018 4.6271e+05
-18692 4.5077e+05
-17467 4.5655e+05
-17966 4.6094e+05
-18619 4.6191e+05
-18835 4.6331e+05
-18420 4.5706e+05
-18822 4.5655e+05
-19101 4.5675e+05
-19612 4.5163e+05
-19758 4.5618e+05
-18962 4.5312e+05
-18323 4.5385e+05
-16997 4.5488e+05
-11212 4.5335e+05
6777 4.5565e+05
-16819 4.352e+05
-22393 4.4106e+05
-23211 4.3711e+05
-23343 4.3347e+05
-23359 4.3286e+05
-23374 4.3509e+05
-22787 4.2865e+05
-22451 4.2856e+05
-21964 4.2728e+05
-21359 4.2399e+05
-21037 4.2818e+05
-20372 4.2357e+05
-19890 4.2318e+05
-19529 4.2436e+05
-19086 4.2336e+05
-18967 4.2716e+05
-18360 4.2204e+05
-18159 4.1766e+05
-17957 4.1795e+05
-17908 4.2272e+05
-17997 4.2487e+05
-18048 4.2598e+05
-17769 4.1907e+05
-17864 4.1831e+05
-17977 4.1775e+05
-18006 4.1317e+05
-18380 4.1777e+05
-18311 4.1391e+05
-18619 4.156e+05
-19102 4.1817e+05
-19250 4.1721e+05
-19185 4.1751e+05
-18719 4.1021e+05
-19763 4.0547e+05
-19746 4.026e+05
-18949 4.0205e+05
-18695 4.046e+05
-18743 4.0974e+05
-18542 4.061e+05
-18633 4.0671e+05
-18566 4.0577e+05
-18316 4.014e+05
-18715 4.049e+05
-17826 3.9911e+05
-17641 3.9735e+05
-17638 3.968e+05
-17546 3.9508e+05
-17941 3.961e+05
-17419 3.9273e+05
-18115 3.8288e+05
-17024 3.8747e+05
-17527 3.9008e+05
-17813 3.9078e+05
-17859 3.9187e+05
-17449 3.8659e+05
-17689 3.8644e+05
-17948 3.8699e+05
-18414 3.8315e+05
-18784 3.8805e+05
-18988 3.8552e+05
-19545 3.8665e+05
-20258 3.8783e+05
-19116 3.8706e+05
-14121 3.9013e+05
-18163 3.7826e+05
-22681 3.7506e+05
-22830 3.7267e+05
-22508 3.7044e+05
-22016 3.71e+05
-21547 3.7427e+05
-20632 3.704e+05
-20132 3.7198e+05
-19694 3.7274e+05
-19387 3.7135e+05
-19490 3.7637e+05
-19492 3.7345e+05
-19759 3.7361e+05
-20196 3.7464e+05
-20458 3.7371e+05
-21099 3.7612e+05
-20744 3.72e+05
-21286 3.6565e+05
-20986 3.6752e+05
-20800 3.7059e+05
-20925 3.7156e+05
-20815 3.7206e+05
-20200 3.659e+05
-20160 3.6475e+05
-20115 3.6402e+05
-20149 3.5956e+05
-20123 3.6373e+05
-20180 3.6062e+05
-20665 3.6198e+05
-21722 3.6365e+05
-22091 3.6296e+05
-21703 3.6422e+05
-20842 3.5885e+05
-24847 3.5156e+05
-23895 3.5074e+05
-22682 3.5125e+05
-21763 3.546e+05
-21622 3.5967e+05
-21539 3.5669e+05
-21998 3.5728e+05
-22067 3.5671e+05
-21824 3.5318e+05
-21862 3.5652e+05
-20627 3.5223e+05
-20181 3.5114e+05
-20122 3.5105e+05
-19789 3.4997e+05
-20600 3.5117e+05
-18866 3.4865e+05
-21193 3.4011e+05
-18009 3.4388e+05
-17101 3.4658e+05
-16577 3.47e+05
-14960 3.4743e+05
-12211 3.418e+05
-10164 3.4059e+05
-7254.2 3.3961e+05
-4189.9 3.3467e+05
929.77 3.3614e+05
9474.5 3.3059e+05
20908 3.2681e+05
39740 3.2054e+05
79956 3.0349e+05
1.9953e+05 2.5746e+05
-15186 3.0446e+05
-17647 3.4328e+05
-23210 3.372e+05
-23767 3.3395e+05
-24592 3.3332e+05
-25286 3.3509e+05
-25272 3.3015e+05
-25536 3.3017e+05
-25623 3.2905e+05
-25571 3.2647e+05
-27133 3.2968e+05
-25667 3.2559e+05
-25657 3.2502e+05
-25732 3.2567e+05
-25635 3.2446e+05
-25836 3.2721e+05
-25400 3.2234e+05
-25144 3.1944e+05
-25969 3.1854e+05
-25163 3.2142e+05
-25184 3.2277e+05
-25124 3.2318e+05
-24575 3.1744e+05
-24407 3.1667e+05
-24238 3.1605e+05
-23862 3.1264e+05
-23679 3.1548e+05
-23614 3.1289e+05
-23584 3.1435e+05
-23637 3.1689e+05
-23450 3.1638e+05
-23280 3.1627e+05
-22666 3.104e+05
-22523 3.0966e+05
-22955 3.0674e+05
-21902 3.0593e+05
-21825 3.0737e+05
-21928 3.1124e+05
-21589 3.0878e+05
-21498 3.0975e+05
-21308 3.0939e+05
-20942 3.0636e+05
-21881 3.0847e+05
-20497 3.0473e+05
-20259 3.0357e+05
-20105 3.0351e+05
-19885 3.0246e+05
-19859 3.04e+05
-19500 3.011e+05
-19053 2.9527e+05
-18306 2.9761e+05
-19018 2.9982e+05
-18958 3.0076e+05
-18884 3.0165e+05
-18484 2.9743e+05
-18389 2.9762e+05
-18325 2.9831e+05
-18112 2.9605e+05
-17969 2.9997e+05
-18061 2.9829e+05
-18071 2.9963e+05
-18104 3.0114e+05
-17839 2.9943e+05
-17280 2.9705e+05
-17190 2.9212e+05
-17527 2.9379e+05
-18083 2.9124e+05
-17181 2.9013e+05
-17086 2.901e+05
-17106 2.9213e+05
-16803 2.886e+05
-16768 2.8945e+05
-16712 2.8976e+05
-16595 2.8861e+05
-17391 2.9143e+05
-16643 2.9045e+05
-16663 2.9085e+05
-16739 2.92e+05
-16725 2.9156e+05
-16884 2.9382e+05
-16687 2.906e+05
-16502 2.862e+05
-17027 2.8677e+05
-16670 2.8976e+05
-16737 2.9058e+05
-16765 2.9093e+05
-16482 2.8601e+05
-16458 2.8512e+05
-16450 2.8454e+05
-16305 2.8115e+05
-15403 2.8538e+05
-16414 2.819e+05
-16550 2.8306e+05
-16757 2.8462e+05
-16802 2.8414e+05
-16856 2.8492e+05
-16595 2.8051e+05
-16729 2.759e+05
-16197 2.7534e+05
-16601 2.7503e+05
-16702 2.7741e+05
-16954 2.8133e+05
-16882 2.7908e+05
-17015 2.7971e+05
-17066 2.7939e+05
-16969 2.768e+05
-16658 2.7983e+05
-16985 2.7638e+05
-16993 2.758e+05
-17091 2.7608e+05
-17130 2.756e+05
-17391 2.7701e+05
-17260 2.7547e+05
-17264 2.6922e+05
-16692 2.7336e+05
-17552 2.7562e+05
-17757 2.7665e+05
-17893 2.7782e+05
-17671 2.7433e+05
-17779 2.744e+05
-17884 2.7487e+05
-17865 2.7222e+05
-17495 2.7579e+05
-17875 2.7351e+05
-17818 2.7409e+05
-17638 2.7471e+05
-16530 2.7293e+05
-13221 2.7113e+05
-17075 2.6372e+05
-18363 2.6854e+05
-18842 2.6567e+05
-18364 2.6463e+05
-18377 2.645e+05
-18480 2.6608e+05
-18187 2.6233e+05
-18145 2.6246e+05
-18034 2.6184e+05
-17834 2.5999e+05
-17401 2.625e+05
-17672 2.6006e+05
-17585 2.5999e+05
-17570 2.6089e+05
-17469 2.6047e+05
-17586 2.6301e+05
-17315 2.6004e+05
-17148 2.5758e+05
-16197 2.581e+05
-17289 2.6112e+05
-17390 2.6269e+05
-17447 2.636e+05
-17178 2.5956e+05
-17183 2.5933e+05
-17198 2.5921e+05
-17064 2.566e+05
-16955 2.6016e+05
-17168 2.5751e+05
-17295 2.5878e+05
-17485 2.6061e+05
-17491 2.6022e+05
-17496 2.606e+05
-17170 2.5621e+05
-17238 2.535e+05
-16646 2.5166e+05
-16974 2.5166e+05
-17011 2.534e+05
-17194 2.5677e+05
-17040 2.5464e+05
-17084 2.5518e+05
-17045 2.5472e+05
-16856 2.5212e+05
-16780 2.5407e+05
-16688 2.5093e+05
-16597 2.4994e+05
-16582 2.4972e+05
-16511 2.4874e+05
-16631 2.4949e+05
-16415 2.4747e+05
-16249 2.4135e+05
-15958 2.4528e+05
-16360 2.4607e+05
